ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CATEGORY,SUBCATEGORY,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PAYMENTFULLNAME
10287,44,100,1,5052.96,8/30/2004,Shipped,3,8,2004,Classic Cars,132,S18_2870,Furniture,Cabinet,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,Holz Michael
10301,22,100,5,3223.44,10/5/2003,Shipped,4,10,2003,Classic Cars,132,S18_2870,Furniture,Cabinet,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,Klaeboe Jan
10311,43,100,10,5278.68,10/16/2004,Shipped,4,10,2004,Classic Cars,132,S18_2870,Furniture,Cabinet,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego
10321,27,100,7,2851.2,11/4/2004,Shipped,4,11,2004,Classic Cars,132,S18_2870,Furniture,Cabinet,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small,Benitez Violeta
10331,26,64.9,10,1687.4,11/17/2004,Shipped,4,11,2004,Classic Cars,132,S18_2870,Furniture,Cabinet,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Small,Hernandez Rosa
10343,25,52.32,3,1308,11/24/2004,Shipped,4,11,2004,Classic Cars,132,S18_2870,Furniture,Cabinet,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,Henriot Paul
10366,49,100,2,6144.6,1/10/2005,Shipped,1,1,2005,Classic Cars,132,S18_2870,Furniture,Cabinet,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium,Cartrain Pascale
10379,29,100,5,5127.2,2/10/2005,Shipped,1,2,2005,Classic Cars,132,S18_2870,Furniture,Cabinet,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego
10407,41,100,12,6386.16,4/22/2005,On Hold,2,4,2005,Classic Cars,132,S18_2870,Furniture,Cabinet,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium,Frick Sue
10419,55,100,2,7695.6,5/17/2005,Shipped,2,5,2005,Classic Cars,132,S18_2870,Furniture,Cabinet,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Large,Pipps Georg
10103,27,83.07,12,2242.89,1/29/2003,Shipped,1,1,2003,Vintage Cars,101,S18_2949,Furniture,Desk,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Bergulfsen Jonas
10112,23,100,2,2539.89,3/24/2003,Shipped,1,3,2003,Vintage Cars,101,S18_2949,Furniture,Desk,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small,Berglund Christina
10126,31,90.17,12,2795.27,5/28/2003,Shipped,2,5,2003,Vintage Cars,101,S18_2949,Furniture,Desk,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,Sommer Mart¡n
10139,46,100,1,5545.76,7/16/2003,Shipped,3,7,2003,Vintage Cars,101,S18_2949,Furniture,Desk,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,Huxley Adrian
10150,47,91.18,9,4285.46,9/19/2003,Shipped,3,9,2003,Vintage Cars,101,S18_2949,Furniture,Desk,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,Natividad Eric
10163,31,100,2,3329.09,10/20/2003,Shipped,4,10,2003,Vintage Cars,101,S18_2949,Furniture,Desk,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium,Hernandez Maria
10174,46,100,5,5592.22,11/6/2003,Shipped,4,11,2003,Vintage Cars,101,S18_2949,Furniture,Desk,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,Calaghan Tony
10183,37,89.15,9,3298.55,11/13/2003,Shipped,4,11,2003,Vintage Cars,101,S18_2949,Furniture,Desk,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium,Cervantes Francisca
10193,28,93.21,1,2609.88,11/21/2003,Shipped,4,11,2003,Vintage Cars,101,S18_2949,Furniture,Desk,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,Connery Sean
10206,37,90.17,7,3336.29,12/5/2003,Shipped,4,12,2003,Vintage Cars,101,S18_2949,Furniture,Desk,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,Tannamuri Yoshi
10215,49,100,4,5510.05,1/29/2004,Shipped,1,1,2004,Vintage Cars,101,S18_2949,Furniture,Desk,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve,Medium,Thompson Steve
10228,24,100,3,2504.4,3/10/2004,Shipped,1,3,2004,Vintage Cars,101,S18_2949,Furniture,Desk,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Small,Tseng Kyung
10244,30,100,1,3525.6,4/29/2004,Shipped,2,4,2004,Vintage Cars,101,S18_2949,Furniture,Desk,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego
10257,50,88.14,1,4407,6/14/2004,Shipped,2,6,2004,Vintage Cars,101,S18_2949,Furniture,Desk,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium,Frick Sue
10270,31,96.24,10,2983.44,7/19/2004,Shipped,3,7,2004,Vintage Cars,101,S18_2949,Furniture,Desk,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,Huxley Adrian
10280,46,100,3,5126.24,8/17/2004,Shipped,3,8,2004,Vintage Cars,101,S18_2949,Furniture,Desk,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium,Accorti Paolo
10291,47,100,12,5713.79,9/8/2004,Shipped,3,9,2004,Vintage Cars,101,S18_2949,Furniture,Desk,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,Larsson Maria
10304,46,100,7,4613.8,10/11/2004,Shipped,4,10,2004,Vintage Cars,101,S18_2949,Furniture,Desk,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium,Tonini Daniel
10312,37,100,4,3711.1,10/21/2004,Shipped,4,10,2004,Vintage Cars,101,S18_2949,Furniture,Desk,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Nelson Valarie
10322,33,100,12,3524.73,11/4/2004,Shipped,4,11,2004,Vintage Cars,101,S18_2949,Furniture,Desk,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,Young Valarie
10333,31,90.17,5,2795.27,11/18/2004,Shipped,4,11,2004,Vintage Cars,101,S18_2949,Furniture,Desk,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie,Small,Murphy Julie
10347,48,100,9,4814.4,11/29/2004,Shipped,4,11,2004,Vintage Cars,101,S18_2949,Furniture,Desk,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,Ferguson Peter
10357,41,87.13,6,3572.33,12/10/2004,Shipped,4,12,2004,Vintage Cars,101,S18_2949,Furniture,Desk,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Nelson Valarie
10369,42,100,1,4581.36,1/20/2005,Shipped,1,1,2005,Vintage Cars,101,S18_2949,Furniture,Desk,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium,Nelson Allen
10381,41,100,8,4319.76,2/17/2005,Shipped,1,2,2005,Vintage Cars,101,S18_2949,Furniture,Desk,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium,Brown Julie
10391,32,45.25,6,1448,3/9/2005,Shipped,1,3,2005,Vintage Cars,101,S18_2949,Furniture,Desk,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,O'Hara Anna
10423,10,88.14,1,881.4,5/30/2005,In Process,2,5,2005,Vintage Cars,101,S18_2949,Furniture,Desk,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,Dewey Catherine
10103,35,57.46,14,2011.1,1/29/2003,Shipped,1,1,2003,Vintage Cars,62,S18_2957,Furniture,Desk,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Bergulfsen Jonas
10111,28,64.33,2,1801.24,3/25/2003,Shipped,1,3,2003,Vintage Cars,62,S18_2957,Furniture,Desk,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie,Small,Murphy Julie
10126,46,73.7,14,3390.2,5/28/2003,Shipped,2,5,2003,Vintage Cars,62,S18_2957,Furniture,Desk,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,Sommer Mart¡n
10139,20,71.2,3,1424,7/16/2003,Shipped,3,7,2003,Vintage Cars,62,S18_2957,Furniture,Desk,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,Huxley Adrian
10150,30,49.97,11,1499.1,9/19/2003,Shipped,3,9,2003,Vintage Cars,62,S18_2957,Furniture,Desk,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,Natividad Eric
10163,48,69.96,4,3358.08,10/20/2003,Shipped,4,10,2003,Vintage Cars,62,S18_2957,Furniture,Desk,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium,Hernandez Maria
10173,28,53.72,2,1504.16,11/5/2003,Shipped,4,11,2003,Vintage Cars,62,S18_2957,Furniture,Desk,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,Rovelli Giovanni
10183,39,68.08,11,2655.12,11/13/2003,Shipped,4,11,2003,Vintage Cars,62,S18_2957,Furniture,Desk,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small,Cervantes Francisca
10193,24,51.84,3,1244.16,11/21/2003,Shipped,4,11,2003,Vintage Cars,62,S18_2957,Furniture,Desk,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,Connery Sean
10206,28,67.46,9,1888.88,12/5/2003,Shipped,4,12,2003,Vintage Cars,62,S18_2957,Furniture,Desk,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small,Tannamuri Yoshi
10215,31,58.71,6,1820.01,1/29/2004,Shipped,1,1,2004,Vintage Cars,62,S18_2957,Furniture,Desk,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve,Small,Thompson Steve
10228,45,63.71,5,2866.95,3/10/2004,Shipped,1,3,2004,Vintage Cars,62,S18_2957,Furniture,Desk,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Small,Tseng Kyung
10244,24,58.09,3,1394.16,4/29/2004,Shipped,2,4,2004,Vintage Cars,62,S18_2957,Furniture,Desk,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10257,49,53.72,3,2632.28,6/14/2004,Shipped,2,6,2004,Vintage Cars,62,S18_2957,Furniture,Desk,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small,Frick Sue
10269,32,63.08,1,2018.56,7/16/2004,Shipped,3,7,2004,Vintage Cars,62,S18_2957,Furniture,Desk,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,Pipps Georg
10280,43,68.71,5,2954.53,8/17/2004,Shipped,3,8,2004,Vintage Cars,62,S18_2957,Furniture,Desk,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,Accorti Paolo
10291,37,50.59,14,1871.83,9/8/2004,Shipped,3,9,2004,Vintage Cars,62,S18_2957,Furniture,Desk,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,Larsson Maria
10304,24,64.96,9,1559.04,10/11/2004,Shipped,4,10,2004,Vintage Cars,62,S18_2957,Furniture,Desk,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,Tonini Daniel
10312,35,53.72,6,1880.2,10/21/2004,Shipped,4,10,2004,Vintage Cars,62,S18_2957,Furniture,Desk,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Nelson Valarie
10322,41,29.87,13,1224.67,11/4/2004,Shipped,4,11,2004,Vintage Cars,62,S18_2957,Furniture,Desk,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small,Young Valarie
10332,26,100,17,2979.08,11/17/2004,Shipped,4,11,2004,Vintage Cars,62,S18_2957,Furniture,Desk,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,Ashworth Victoria
10347,34,64.96,10,2208.64,11/29/2004,Shipped,4,11,2004,Vintage Cars,62,S18_2957,Furniture,Desk,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,Ferguson Peter
10357,49,70.58,5,3458.42,12/10/2004,Shipped,4,12,2004,Vintage Cars,62,S18_2957,Furniture,Desk,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Nelson Valarie
10369,28,44.21,6,1237.88,1/20/2005,Shipped,1,1,2005,Vintage Cars,62,S18_2957,Furniture,Desk,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Small,Nelson Allen
10381,40,68.08,4,2723.2,2/17/2005,Shipped,1,2,2005,Vintage Cars,62,S18_2957,Furniture,Desk,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,Brown Julie
10392,37,59.96,3,2218.52,3/10/2005,Shipped,1,3,2005,Vintage Cars,62,S18_2957,Furniture,Desk,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Small,Mendel Roland
10423,31,53.72,3,1665.32,5/30/2005,In Process,2,5,2005,Vintage Cars,62,S18_2957,Furniture,Desk,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,Dewey Catherine
10106,41,83.44,18,3421.04,2/17/2003,Shipped,1,2,2003,Ships,86,S18_3029,Furniture,Table,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Rovelli Giovanni
10119,21,89.46,9,1878.66,4/28/2003,Shipped,2,4,2003,Ships,86,S18_3029,Furniture,Table,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,Pipps Georg
10130,40,96.34,2,3853.6,6/16/2003,Shipped,2,6,2003,Ships,86,S18_3029,Furniture,Table,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,NA,Taylor,Leslie,Medium,Taylor Leslie
10143,46,74.84,13,3442.64,8/10/2003,Shipped,3,8,2003,Ships,86,S18_3029,Furniture,Table,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium,Tam WingC
10155,44,79.14,11,3482.16,10/6/2003,Shipped,4,10,2003,Ships,86,S18_3029,Furniture,Table,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,Karttunen Matti
10167,46,73.12,7,3363.52,10/23/2003,Cancelled,4,10,2003,Ships,86,S18_3029,Furniture,Table,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,Larsson Maria
10178,41,81.72,10,3350.52,11/8/2003,Shipped,4,11,2003,Ships,86,S18_3029,Furniture,Table,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,Roulet Annette
10186,32,89.46,7,2862.72,11/14/2003,Shipped,4,11,2003,Ships,86,S18_3029,Furniture,Table,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,Hardy Thomas
10197,46,87.74,4,4036.04,11/26/2003,Shipped,4,11,2003,Ships,86,S18_3029,Furniture,Table,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,Saavedra Eduardo
10209,28,100,6,2817.92,1/9/2004,Shipped,1,1,2004,Ships,86,S18_3029,Furniture,Table,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael,Small,Chandler Michael
10222,49,94.62,10,4636.38,2/19/2004,Shipped,1,2,2004,Ships,86,S18_3029,Furniture,Table,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium,Thompson Valarie
10248,21,73.98,1,1553.58,5/7/2004,Cancelled,2,5,2004,Ships,86,S18_3029,Furniture,Table,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small,Yu Kwai
10262,32,84.3,15,2697.6,6/24/2004,Cancelled,2,6,2004,Ships,86,S18_3029,Furniture,Table,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10273,34,98.06,2,3334.04,7/21/2004,Shipped,3,7,2004,Ships,86,S18_3029,Furniture,Table,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,Dewey Catherine
10283,21,98.06,4,2059.26,8/20/2004,Shipped,3,8,2004,Ships,86,S18_3029,Furniture,Table,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small,Lincoln Elizabeth
10296,21,96.34,13,2023.14,9/15/2004,Shipped,3,9,2004,Ships,86,S18_3029,Furniture,Table,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Small,Donnermeyer Michael
10307,31,83.44,7,2586.64,10/14/2004,Shipped,4,10,2004,Ships,86,S18_3029,Furniture,Table,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small,Cervantes Francisca
10316,21,94.62,15,1987.02,11/1/2004,Shipped,4,11,2004,Ships,86,S18_3029,Furniture,Table,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,Bennett Helen
10327,25,45.86,5,1146.5,11/10/2004,Resolved,4,11,2004,Ships,86,S18_3029,Furniture,Table,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,Petersen Jytte
10338,28,82.58,3,2312.24,11/22/2004,Shipped,4,11,2004,Ships,86,S18_3029,Furniture,Table,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Small,Cartrain Pascale
10350,43,64.97,6,2793.71,12/2/2004,Shipped,4,12,2004,Ships,86,S18_3029,Furniture,Table,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10373,22,86.74,5,1908.28,1/31/2005,Shipped,1,1,2005,Ships,86,S18_3029,Furniture,Table,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,Koskitalo Pirkko
10386,37,93.01,5,3441.37,3/1/2005,Resolved,1,3,2005,Ships,86,S18_3029,Furniture,Table,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego
10398,28,72.26,18,2023.28,3/30/2005,Shipped,1,3,2005,Ships,86,S18_3029,Furniture,Table,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,Henriot Paul
10400,30,74.84,7,2245.2,4/1/2005,Shipped,2,4,2005,Ships,86,S18_3029,Furniture,Table,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small,Frick Sue
10414,44,73.98,1,3255.12,5/6/2005,On Hold,2,5,2005,Ships,86,S18_3029,Furniture,Table,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium,Yoshido Juri
10103,25,100,13,2539.5,1/29/2003,Shipped,1,1,2003,Vintage Cars,104,S18_3136,Furniture,Table,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Bergulfsen Jonas
10111,43,100,1,4818.15,3/25/2003,Shipped,1,3,2003,Vintage Cars,104,S18_3136,Furniture,Table,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie,Medium,Murphy Julie
10126,30,97.39,13,2921.7,5/28/2003,Shipped,2,5,2003,Vintage Cars,104,S18_3136,Furniture,Table,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,Sommer Mart¡n
10139,20,90.06,2,1801.2,7/16/2003,Shipped,3,7,2003,Vintage Cars,104,S18_3136,Furniture,Table,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,Huxley Adrian
10150,26,100,10,2804.36,9/19/2003,Shipped,3,9,2003,Vintage Cars,104,S18_3136,Furniture,Table,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,Natividad Eric
10163,40,100,3,4900.8,10/20/2003,Shipped,4,10,2003,Vintage Cars,104,S18_3136,Furniture,Table,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium,Hernandez Maria
10173,31,89.01,1,2759.31,11/5/2003,Shipped,4,11,2003,Vintage Cars,104,S18_3136,Furniture,Table,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,Rovelli Giovanni
10183,22,100,10,2488.2,11/13/2003,Shipped,4,11,2003,Vintage Cars,104,S18_3136,Furniture,Table,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small,Cervantes Francisca
10193,23,100,2,2769.89,11/21/2003,Shipped,4,11,2003,Vintage Cars,104,S18_3136,Furniture,Table,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,Connery Sean
10206,30,100,8,3581.4,12/5/2003,Shipped,4,12,2003,Vintage Cars,104,S18_3136,Furniture,Table,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,Tannamuri Yoshi
10215,49,100,5,5285.14,1/29/2004,Shipped,1,1,2004,Vintage Cars,104,S18_3136,Furniture,Table,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve,Medium,Thompson Steve
10228,31,100,4,3181.53,3/10/2004,Shipped,1,3,2004,Vintage Cars,104,S18_3136,Furniture,Table,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Medium,Tseng Kyung
10244,29,100,2,3340.51,4/29/2004,Shipped,2,4,2004,Vintage Cars,104,S18_3136,Furniture,Table,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego
